HomeworkType,Difficulty,Subject,Length,StudyHours,PreviousCompletionTime,StudentFocusLevel,TeacherClarity,SubmissionUrgency,ResourcesProvided,CompletionTime
Research,Moderate,Literature,48,3.822993292605351,146.16387384148445,0.9939386767867718,0.21132176555238466,Medium,Full,134.4400097962253
Coding,Moderate,Science,32,8.429701505202647,48.15723560528084,0.8817013254245147,0.624948577425187,Low,Full,238.245313712518
Essay,Easy,Literature,36,10.22479511804372,15.677356161654462,0.6081758721065817,0.7612833599644407,High,Full,91.47684051327738
Essay,Easy,Computer Science,33,10.662580719990764,93.43332809180497,0.5649648326688478,0.3893797079545067,Low,Full,213.92196041322987
Math Problems,Easy,Computer Science,24,3.458357653209391,135.74015550815818,0.3561403440742129,0.1311856388326154,Low,None,15.450135007204883
Math Problems,Moderate,Computer Science,39,9.982914338927118,203.15868100680234,0.5654884849241765,0.21450239824330966,Low,None,263.3795558448309
Research,Moderate,Math,34,12.366358713979391,39.321706432256626,0.8633633484519524,0.9232251043033514,High,Full,23.658180287021814
Coding,Hard,Science,28,1.2252693639061272,194.0474599672232,0.7166570619500024,0.5441892936305077,Low,Full,218.13482010733648
Math Problems,Easy,Math,37,13.717058753217088,208.4920805954622,0.36103962536018797,0.5082155286536573,Medium,None,28.18358393946591
Essay,Moderate,Literature,7,0.927808799605486,44.65812201019177,0.28131752894817963,0.13424426047908183,Medium,Partial,90.88002432729098
Coding,Moderate,Math,4,5.661579971081718,205.8666934399704,0.3386876832971462,0.7557733200852091,Medium,None,156.70268501361764
Coding,Easy,Literature,37,0.7292913453779499,238.03432060384216,0.2527832812535439,0.5752612728388711,High,None,134.68252532424788
Essay,Hard,Literature,1,1.6186049438239372,177.17293114109464,0.18607662642134437,0.2818728424778687,Low,None,69.67329266128802
Math Problems,Easy,History,1,13.711940135111147,190.49702681974722,0.47722255699784955,0.19906638416295147,High,None,110.13724983713266
Essay,Hard,Computer Science,47,5.6454820458191435,238.71551153854088,0.20196964395844091,0.4450490772687987,Low,None,222.39631546737562
Coding,Moderate,Literature,20,6.659187191163267,149.26068762096745,0.2547213019543939,0.8534457677755231,Medium,Partial,205.73827138519977
Presentation,Hard,History,19,3.622493530047013,80.81386786373736,0.5925922159055376,0.878765103280922,Low,Full,35.467156372715976
Presentation,Moderate,Computer Science,29,9.157888667707438,202.6320918374928,0.24813934632961726,0.6425617423560728,Low,Full,227.9850102882726
Research,Easy,Literature,10,9.12464661282795,151.3317288276752,0.15749179068781258,0.7547827845071284,Low,Partial,30.118076141153082
Essay,Easy,Literature,18,5.896905681465679,143.67494745582002,0.38564996502509674,0.2036402086625833,High,Full,169.73402089343855
Essay,Easy,Math,28,5.329005641178276,68.3361777682288,0.2982871887597708,0.6293134589210694,Low,Full,89.11788319202434
Research,Hard,Math,35,13.331982468618524,183.9568820040639,0.5637746691949391,0.7002691331384636,Low,Full,182.49168635454836
Research,Moderate,Computer Science,43,6.05762147481192,28.78347344782214,0.19213037612488837,0.280641558622413,Low,Partial,89.47859284315703
Research,Easy,Literature,47,7.6557643862389195,222.58602628277208,0.7765937089146803,0.892139259619233,High,Partial,295.71302134336185
Coding,Easy,Science,31,4.607919055161494,84.93939597721149,0.9156101674916247,0.2754970637689178,High,Full,103.27253236234658
Essay,Moderate,Math,27,11.908157798678348,39.3881701416978,0.769091656560575,0.3821296238618054,High,Full,83.95878116723136
Coding,Easy,Computer Science,11,6.2629982750368285,111.74430261355633,0.5795443336612548,0.6585011623211128,Low,Full,94.3626079108736
Research,Moderate,Literature,49,7.947360174892706,19.768079129002626,0.8746010396099966,0.6745150586176577,Medium,None,270.4947643188992
Essay,Moderate,Literature,49,4.17367896586509,167.46402468094226,0.7254265418033568,0.7294462668886306,Medium,None,196.32236617076325
Coding,Moderate,Science,38,14.82106408894815,217.62226740243193,0.10949601020517087,0.20081054176138513,Medium,None,223.24496776492128
Coding,Moderate,Computer Science,5,4.726688243393982,202.57049164185702,0.45468113749705286,0.8645179869356998,Low,Partial,276.6329953768899
Research,Moderate,Literature,8,11.675766698130499,39.29497889301265,0.86585670946612,0.5795624190549339,Medium,Full,274.8836581808271
Essay,Hard,Math,34,6.698686930173008,39.04236153477832,0.4112729721777424,0.5241896146945615,Medium,Partial,225.59956627493736
Research,Easy,Science,48,3.4901523737200284,197.08993093458074,0.13169365617297116,0.9829878620621586,Medium,Partial,71.37996221977703
Essay,Hard,Computer Science,12,12.095922077490487,222.57848315871667,0.7715616746970451,0.7663404672469177,Low,Partial,255.36139639237655
Presentation,Easy,Science,38,5.337298440921126,115.9540608617025,0.8218344432545817,0.2062054239574374,Medium,Full,73.07616974445315
Math Problems,Hard,Math,1,13.04530353726826,124.76335689016616,0.24453432553897772,0.7808852505036167,Medium,None,226.72616201805312
Math Problems,Moderate,Computer Science,31,13.771229181308435,83.20026951871695,0.5836064471588631,0.18572404057558256,Low,Full,210.3968739652892
Math Problems,Easy,Science,4,12.967445613173501,215.6809771989752,0.27275989509615317,0.12472350626168638,High,Full,231.2833222900273
Research,Easy,History,49,1.007614764698682,158.32766821724186,0.747310977139732,0.4632633057429074,Medium,Partial,166.81541900343748
Presentation,Hard,Math,45,11.916913502574031,76.29786274849475,0.34439540965973714,0.9942203555372968,High,Partial,197.03696194102758
Essay,Hard,Math,5,6.464422264237586,78.72006034247786,0.3845936103069971,0.2573955425753764,Medium,Partial,286.6962229237628
Coding,Easy,Math,30,13.168982342642265,214.97601680462856,0.8604737682760912,0.705379909174111,Low,None,43.81024933965125
Essay,Hard,History,24,9.750336808928711,13.135825498338939,0.5286901169862139,0.25605645958550743,High,None,103.0214733127617
Coding,Hard,History,3,12.587825445087397,84.22711172712684,0.7027790060964231,0.7523082774625475,High,None,189.23674873303898
Essay,Hard,Literature,11,7.741760663069113,137.5020366797649,0.46213574565022086,0.5548183014140435,High,Full,289.75542708747446
Presentation,Moderate,Science,45,8.257869816684526,44.090016282844665,0.36820617147437984,0.7119745390804386,High,Partial,42.23871758384133
Coding,Moderate,Literature,4,2.593620665938175,31.182713465905653,0.6629302543821952,0.28258585832281113,Medium,Full,21.42652813607463
Research,Hard,Science,26,11.867816700995654,197.5135561508288,0.23937181667093915,0.7710654992684518,Medium,None,30.888635564043483
Essay,Hard,History,27,6.581149369171089,215.71300938915667,0.4356998520101767,0.996057153660436,High,Partial,29.93562064144166
Essay,Moderate,History,46,7.751161714937948,199.42947678358357,0.28813333364733007,0.6990854505633638,Medium,None,273.72751946656024
Coding,Moderate,Literature,43,11.88391685438776,216.72121463958996,0.726215470246671,0.5441319982655899,High,Partial,220.55850376114003
Research,Easy,Computer Science,27,9.183258301151865,137.21575334342543,0.9497879545114968,0.9308565897573383,High,Partial,207.9753143659393
Research,Easy,Literature,42,3.415931547918678,196.81936782777865,0.9959598712142798,0.11426665800868868,Low,Full,163.9332537746157
Presentation,Moderate,Science,6,9.058373557687945,98.3298068299531,0.5052491293974317,0.756931167357239,High,Full,237.8564958370633
Research,Hard,Literature,15,6.410676440705009,163.24160814017884,0.32727735067280006,0.8998718651324316,Medium,None,59.35967793705338
Research,Hard,Math,30,7.308120359636009,237.43217221950783,0.49854643334589177,0.15550712525886173,High,Full,126.70323908970465
Research,Hard,Science,42,0.9105134788386828,61.91737648299931,0.8625424689664515,0.5050577533741823,Low,Full,154.6512114678379
Math Problems,Hard,Science,37,3.5454255679860833,99.67694164694853,0.28540511069683594,0.28424750855499903,Medium,Full,46.46670683786698
Presentation,Easy,Computer Science,37,4.57505218002491,120.41089678131969,0.9568860864876314,0.609866349029047,Low,Partial,134.56140716119234
Essay,Moderate,History,42,10.837920113952684,41.743562014611896,0.4076791919183359,0.6845886627432944,Low,Full,105.2030070898468
Coding,Hard,Science,37,0.6666408628226721,28.63888040696306,0.9872232935052744,0.3723608646358795,High,None,25.140911551136853
Essay,Easy,History,35,6.427270287822415,200.83625925397362,0.854747998780566,0.5139835027102908,Low,Partial,53.96958977783204
Presentation,Hard,Literature,23,13.898389621173127,234.66270575034483,0.8277134807326513,0.3514055367489035,Low,Partial,232.75049460272945
Coding,Moderate,Math,6,2.1222689399622956,103.08676468082149,0.3861142063959553,0.43245204800960246,Medium,Full,20.14080420882367
Presentation,Easy,Computer Science,4,7.98815362916986,30.159462324770253,0.10789949075313653,0.24358596101958124,Low,Partial,281.2621902424629
Research,Moderate,History,18,11.904574544667282,25.13670495883259,0.4439196179433891,0.8970034992270682,High,None,39.631020247462665
Coding,Moderate,Science,9,14.166703959041692,215.0031874628687,0.3716284326964243,0.10900936950322279,High,None,242.78285684798558
Research,Easy,History,49,11.32826127323891,116.67727743736639,0.13365729136791757,0.8941682677994096,High,Partial,271.10571416888916
Essay,Easy,Science,29,10.948200455343889,83.60628280935015,0.5548287308553367,0.6145109905147647,Low,Full,283.22364168237743
Essay,Easy,History,13,12.484077307838556,119.58609238506189,0.46272818015446293,0.3984920597593158,Medium,Full,262.2309516963522
Coding,Easy,Science,47,6.969917704174383,83.20994177923988,0.6711008209673722,0.7507514129142968,High,Partial,96.95176123625131
Coding,Easy,Literature,17,12.18474572295858,122.47822832075259,0.6590676899746749,0.5569769366763979,Low,None,109.92983243146594
Presentation,Easy,Science,45,0.6154838688090414,207.69797129112547,0.20867197230701212,0.5491977922968458,High,Partial,136.56552410387167
Presentation,Easy,Science,32,13.906135302963671,146.229315344282,0.9792689915139603,0.19912805462706978,High,Full,54.699556481023734
Research,Hard,Math,48,6.927944387999042,169.77036774634033,0.26823828649730225,0.4505644233508679,Medium,Full,21.3476496941588
Coding,Moderate,Science,22,8.52401272405334,93.87425553389741,0.5007466222882341,0.316957911271063,High,Partial,262.69966007009486
Essay,Easy,Math,4,4.195792609265793,179.85635205741931,0.5393057890903614,0.11412631503665169,Medium,None,172.92668411998005
Presentation,Hard,Computer Science,5,11.26669707618611,163.32192952225563,0.8317565174927081,0.424089667703902,Low,Partial,188.48603852079165
Presentation,Hard,Math,37,1.6112191938911078,37.49925948297299,0.1893066364851821,0.18083991648304426,High,None,279.19171532307166
Essay,Hard,Literature,41,13.153219136929112,141.70785621658445,0.48577985128767864,0.3311470339526667,Low,None,204.55925076238046
Presentation,Moderate,Math,49,12.50769402059197,69.05100415124434,0.6656519532125835,0.18326495906478502,Low,Partial,211.89324873684683
Research,Easy,Computer Science,13,3.6328716855491128,194.94200401572635,0.29364005946165,0.19084746300075897,Low,Partial,239.28606480447152
Coding,Hard,Literature,34,12.235203775136304,107.96567294739607,0.6647211088894655,0.2791101649736695,High,None,48.15930820936008
Essay,Moderate,History,45,11.902187129391482,238.77735799519206,0.9312983537946874,0.9998643200377602,Medium,None,117.64621366593059
Coding,Moderate,History,22,9.66714066743226,31.27510072596167,0.9977663180554075,0.1019657285715239,High,None,290.9392593954594
Presentation,Moderate,Math,23,5.916042565045469,189.48000843023647,0.12920596911160814,0.6748053725083647,Low,None,278.03507225867287
Presentation,Hard,Math,3,4.436731935637084,164.95139871469598,0.31202940542020974,0.22711932822390163,Medium,Full,266.96145944840265
Essay,Easy,Computer Science,42,3.8608620591955756,186.52473103586226,0.37927640421252773,0.9285653230396982,Low,Partial,143.84522544660715
Research,Hard,Computer Science,34,5.119829960072304,80.73185296280496,0.45921349040046955,0.18426960400026632,Medium,None,259.29999177223965
Math Problems,Hard,Science,32,13.60159742977169,123.17253255795214,0.3180314418262907,0.9595568684136129,High,Partial,28.792826354543198
Essay,Easy,Computer Science,45,1.6257912518373285,193.19695953645294,0.28313919509978125,0.6498337487351301,Medium,None,57.32746591327847
Math Problems,Easy,Science,49,12.5186335056679,63.48450627279665,0.95909845817575,0.10114126922394123,High,Partial,132.98079406795543
Math Problems,Easy,Literature,21,5.558906088106442,61.987635261389975,0.9266694424934661,0.9046064781251254,Low,Partial,152.76673900440602
Research,Moderate,Math,46,8.063191242164693,136.74171925783446,0.14229325090280573,0.5695406212302265,Medium,None,90.09953875344421
Math Problems,Easy,Literature,44,12.020041687903115,130.41962329186683,0.40493171944436335,0.3364027617974361,Low,None,116.59585119161942
Math Problems,Hard,Computer Science,21,13.323459931833083,74.92036819497456,0.464633698310566,0.7905512597640671,Medium,Partial,61.391188792230096
Research,Easy,Literature,44,5.499330591053382,78.55739962070923,0.315113081199349,0.933998998498183,High,Partial,154.40319903903355
Math Problems,Hard,Literature,11,7.1967304784890995,73.90438753751006,0.665985607289358,0.5353217408321145,Medium,Partial,241.24533846734045
Math Problems,Moderate,Literature,39,6.510482939843488,187.44777425965216,0.6763426719798169,0.38399812699879976,Medium,Full,203.48771219347213
Math Problems,Hard,Computer Science,4,0.692139985806703,159.93719907936594,0.8654538054957374,0.8100506115414341,High,None,45.72079049917926
Essay,Hard,Literature,1,4.7911718884505206,201.45595218435813,0.766782341546696,0.7136069480096092,High,Full,153.9607569680641
Essay,Easy,Science,28,7.158243889122146,234.358796512225,0.5883159942693601,0.8998772353752451,High,Full,213.8292190922216
Essay,Easy,Computer Science,24,6.460857328766377,119.05778814255687,0.6882280930399779,0.7232626114850736,Medium,None,166.02015951787322
Research,Hard,Literature,35,10.967973798977352,25.339592723253237,0.3465899033887163,0.3191755050095827,Low,None,126.62754501263146
Presentation,Easy,Computer Science,13,6.079652449705997,21.06123139476815,0.6337505709706219,0.9384933247831171,Medium,Full,192.24561006590528
Math Problems,Moderate,History,47,7.595958510074718,78.0029590324724,0.5403045292749273,0.1943521724853922,Medium,None,291.06201961057855
Math Problems,Moderate,Science,34,6.729324585919269,224.48525555106372,0.22001002058473335,0.3411484750961631,Low,Partial,42.04875428333223
Research,Easy,Literature,11,11.239079158968373,130.33900264330123,0.31828984892467366,0.5681751469514971,High,Partial,126.15457731305479
Math Problems,Moderate,History,36,13.013099785310956,72.51089869842971,0.3625241056494275,0.6091678234638113,Medium,Full,130.88266811813725
Essay,Easy,History,17,8.212391645608955,101.8083627375345,0.9318786103473021,0.1137795279642149,Low,Full,179.43568348348575
Presentation,Hard,Computer Science,35,11.946766815830273,147.67687470307428,0.3073479754473005,0.802515453238846,High,None,58.3697615363466
Coding,Hard,History,18,4.803406889287833,160.1784213717037,0.36031951253770134,0.4254465865828506,High,None,65.34326351308383
Math Problems,Moderate,Science,40,8.349859347280397,45.40148725006816,0.43241871708048907,0.4657766869019241,Medium,Full,96.32799500938857
Essay,Easy,Science,22,5.5058343282146005,234.7172856053905,0.6973684647628483,0.8284325899932512,High,Full,287.4229623315281
Coding,Easy,Math,24,6.505913420791539,135.29761220604144,0.20641455322492647,0.44135505255479013,High,Partial,224.22094565080724
Presentation,Moderate,Science,19,11.120001039783695,41.20831309222424,0.9585506912443984,0.14250238884527935,Low,Partial,203.58259098207841
Coding,Hard,History,37,13.284105993824335,215.53610826961074,0.8790140980852881,0.25879579342331527,Low,None,247.83294090736473
Essay,Moderate,Science,39,2.2616831707725984,27.166839148268625,0.6194944657080551,0.9603128551493642,High,Partial,51.35929364125749
Coding,Hard,Computer Science,21,9.702269219067018,218.77914963082793,0.706634080682461,0.16336482616226275,Low,None,259.90985362126924
Research,Easy,Math,8,8.941085209878079,239.21010094646596,0.1149944241197944,0.4194380808712146,High,None,184.52732345793865
Coding,Hard,History,28,2.2170180680510123,171.0993138059959,0.4050502978136038,0.5528612503462101,Medium,None,110.56876712579661
Math Problems,Moderate,Math,5,3.5724677913815817,187.20286084701766,0.8160942075952978,0.5439527446047041,Low,Partial,247.51874788752176
Math Problems,Easy,History,17,5.0095361736238635,87.57965238752186,0.16973467641314732,0.10356394871092849,High,Full,243.73089228935785
Research,Moderate,Computer Science,37,2.9205005268537714,226.56267612880475,0.3540824507896482,0.5510464583117414,High,Full,256.02694578926724
Essay,Moderate,Math,36,4.034077496602956,131.83421220492454,0.6267671455008802,0.44539521217966827,Low,Partial,47.922601530489914
Math Problems,Hard,Literature,19,4.380211583494759,178.44934271743762,0.3307717249290476,0.9748714019271014,Low,Full,291.2679548237962
Presentation,Moderate,History,27,5.367270579066364,222.54477465959428,0.9405801767300673,0.24324317559444686,Medium,None,288.4934538300734
Math Problems,Hard,Literature,34,11.366161565616805,234.2913944743669,0.21795276772386135,0.41873877708354557,High,Full,116.87884896799633
Math Problems,Easy,Math,11,8.792726955833711,201.6370020172351,0.8176549221170007,0.47753333658083774,Medium,Partial,33.779795190397095
Essay,Hard,Literature,45,14.800576743295322,79.6940266058669,0.5571538227157674,0.451624183390854,Medium,Full,62.610865798603925
Coding,Easy,Literature,47,6.51366949102833,232.30592880697895,0.7752976982379604,0.6992477448866763,Medium,None,297.95678525173867
Math Problems,Hard,Math,12,11.431043570635413,154.4674921860215,0.3796437954803027,0.293961571792992,Low,None,175.45868880392396
Research,Moderate,Computer Science,21,13.13629210995974,224.04776956095077,0.5630406420808349,0.29896439753259263,Medium,Partial,116.63721266542484
Coding,Hard,Literature,11,10.345188149051609,165.5041559373009,0.8711518147508587,0.7562898536507678,Low,Partial,97.13776774726107
Presentation,Hard,Literature,39,6.472038736053692,80.66496122497571,0.520190289210794,0.5502614668103617,Low,Partial,88.24264456362005
Essay,Easy,Computer Science,28,11.427122145813417,95.10564055284767,0.42374787571924266,0.47364010845157933,Medium,None,204.2835380405274
Presentation,Moderate,Literature,5,3.4531734977039306,136.60850873367633,0.5825398476274625,0.25228274650952665,Medium,Full,134.5255319831105
Coding,Hard,Literature,17,5.24950639511192,191.70341355877287,0.7456264777327302,0.26877450062095,High,Full,290.1420493200543
Coding,Moderate,Literature,20,8.426936198939687,83.13598680827704,0.4992070109486525,0.10949647313431049,Medium,Partial,209.895263733928
Coding,Hard,Science,41,8.843436115649151,143.33816821086418,0.9449892776280456,0.1822836419755383,High,Full,240.73270844895393
Presentation,Hard,Computer Science,46,0.8210513943531271,89.49374852257235,0.3654512416381078,0.601154825221217,Medium,Full,98.43134134620058
Coding,Moderate,Literature,12,14.204155736962127,197.62696306607464,0.5279172455522084,0.9026858170075689,Medium,Partial,37.56812659595836
Presentation,Hard,Computer Science,6,10.601095432652155,117.3474615666286,0.7812348934072973,0.35844828861750166,Medium,Partial,154.0295086538361
Coding,Moderate,History,17,7.687704378362421,27.6462501761636,0.7202089814461824,0.39497250330651534,Medium,None,104.65574076567478
Research,Hard,History,19,14.030344898920472,48.192079940753366,0.8772769471754406,0.20404504955036099,High,None,72.59370202725825
Coding,Easy,Literature,26,6.866885696137013,24.054073552515426,0.997128262612998,0.4497678510463925,High,None,286.5030072782455
Presentation,Moderate,Computer Science,48,14.71631576892039,124.8396775832948,0.48417249591558065,0.13349953411239626,Medium,None,141.53664108747864
Math Problems,Hard,Computer Science,44,7.928128980030534,34.45757839009225,0.20003579180498066,0.9258406266357102,Medium,Full,64.79194873390391
Coding,Hard,Computer Science,44,2.157143664970702,36.252192941215384,0.12737429272717118,0.7058002133120758,High,Full,71.61543601412465
Math Problems,Easy,Science,32,11.58961410065952,226.44109980882672,0.7541892155257944,0.991673928453897,Low,None,95.0022766024093
Research,Moderate,History,6,10.344017013628687,210.71066660049274,0.8866123041778441,0.8945408464106444,Low,None,299.8051364340681
Essay,Hard,Computer Science,36,11.708307458931008,113.97991726661418,0.29864132734997684,0.5256915343283374,Low,Partial,91.38327764808524
Research,Easy,Computer Science,38,14.295909416522376,236.73522379554734,0.2426032334709154,0.5677165280353392,High,Full,108.70851430485929
Coding,Hard,Science,11,11.759094888439762,10.042901479252516,0.1559845823731219,0.27151844186547447,High,Full,202.9085164754404
Math Problems,Moderate,Science,33,9.36438073214138,151.21527494288057,0.8404326295454857,0.5158354085556001,Low,None,98.77899227693501
Math Problems,Hard,Computer Science,24,12.930979084232193,151.7784807955301,0.3802437459033259,0.9127250861435305,Low,Full,76.5042115520126
Presentation,Hard,Math,23,10.262073370640707,115.21190285007428,0.46152720348379883,0.14576808127223903,Medium,Partial,60.21159819513563
Math Problems,Hard,Computer Science,15,6.417726323975884,101.29803377488736,0.5524751724486511,0.8772011226984787,High,Partial,104.11455953292078
Presentation,Hard,Computer Science,27,13.341486581505713,114.73812116053975,0.8555079107885957,0.4068530214783488,High,Full,45.185971544200456
Essay,Easy,Science,11,3.7175566813734067,105.44090029832651,0.6857498994053365,0.9095614885866788,Low,None,20.314277128213124
Coding,Easy,Science,17,10.8622984861765,178.01326982092885,0.6535581668720302,0.9467919157073362,Low,Full,244.32288374038302
Presentation,Moderate,Computer Science,14,13.282670096640976,41.131750043855334,0.25810488996031966,0.7037783983017153,High,Partial,54.30005858815432
Essay,Easy,Computer Science,27,11.104089535697796,55.45702073595994,0.5618709025388468,0.6979814079334101,Medium,None,236.15340219734406
Math Problems,Easy,Computer Science,18,10.610493576280925,51.51919253025743,0.7438429154607897,0.5074789039378661,Low,Full,242.29960651119802
Math Problems,Moderate,Science,28,11.413255264041622,70.36823457789085,0.9759347947274426,0.8519862020893367,High,None,168.30706500383428
Essay,Easy,Computer Science,47,7.243301100359344,130.80943631976416,0.281265678292017,0.9654514825899548,High,None,103.25935811919115
Math Problems,Easy,Computer Science,47,13.175474891276878,35.57801188779031,0.10858901776050399,0.7975736203052073,Medium,Partial,56.33432911871821
Essay,Moderate,Literature,4,3.4498288894733222,209.67893792509594,0.16777129023862278,0.6597430603810382,Medium,None,224.98945541548474
Presentation,Moderate,Math,7,2.3471030320049198,78.39315220094863,0.4382672186637814,0.6461136062392031,Low,Full,186.395291004809
Presentation,Moderate,History,45,4.6398773117184176,47.3837371178028,0.8384901829713884,0.864522911425296,Low,None,201.80423510066578
Essay,Hard,Math,35,8.2078722532374,165.39290120759597,0.10642787359142054,0.5870833891941686,Low,None,17.470690605862345
Presentation,Hard,Literature,48,7.9031460334354025,18.759849137843432,0.5110575335972563,0.8234738976239404,High,Full,279.34234947672996
Presentation,Moderate,History,9,12.398681986310507,152.59276992105777,0.39630755380725513,0.5579967296568212,Low,Partial,33.89270342226682
Presentation,Moderate,Computer Science,8,6.366245517858252,170.58563905559495,0.14723353908975484,0.15619984747653173,High,Partial,119.53967726490161
Research,Moderate,Literature,45,7.522994181226875,59.43080221894541,0.5052126580053555,0.4455523080137397,Low,Full,129.77282015073456
Coding,Hard,Computer Science,17,0.6938314072612367,19.651736892035885,0.329273836603047,0.4999968619043489,Medium,Full,15.386324481915421
Math Problems,Hard,Science,17,6.441218928422616,93.63843255147341,0.41669635091230584,0.2274555204879555,Medium,Partial,156.67045316497718
Research,Easy,Literature,49,9.89272637777996,32.67667295564539,0.7350537743058637,0.19224669627029153,High,None,229.55056343563783
Presentation,Easy,Science,33,0.7248707940855866,36.78990542486753,0.5693958855198704,0.5819184546912587,Medium,Full,249.63156613771005
Essay,Moderate,Literature,32,4.572788495200534,68.48008323231885,0.21218268609353202,0.17662927290047392,High,None,265.6281430921771
Presentation,Hard,Literature,8,3.515367209696154,77.95762266415464,0.9652730863812752,0.37265065110107554,High,Full,153.9998774698803
Coding,Hard,Science,19,1.1087887191890293,131.89317843492674,0.6723196891387645,0.7701372783667684,Medium,Partial,194.73131430095037
Presentation,Hard,History,38,7.449271303760794,166.030133665693,0.7892815830962784,0.9679889616111826,High,None,37.66311828950215
Essay,Moderate,Math,3,3.134987751808269,146.3373164001425,0.17129183500753375,0.7460835224967357,Medium,None,154.09089392029873
Coding,Easy,Computer Science,5,11.274682324655013,44.12287757658886,0.14235254151401702,0.9933629936075832,Low,Full,59.122490138444554
Presentation,Moderate,Literature,13,12.794954314568553,49.57978746410408,0.11750324533127306,0.7285041741514624,Low,None,120.34828852241861
Coding,Easy,Computer Science,47,8.410985148702643,212.11692745237033,0.2699146249961,0.36441502358889477,Medium,Full,108.8520141664108
Math Problems,Easy,Science,46,14.734756466556552,138.42103246474613,0.4729675579466457,0.7048472864548257,Medium,Partial,135.70906451382984
Math Problems,Moderate,Computer Science,31,7.031939286323633,210.08570156646846,0.9422435200625405,0.7319410886772134,Medium,None,177.91643612262777
Presentation,Easy,Science,16,7.943839048261275,95.45569760357111,0.5113536933391987,0.4345542861548145,Medium,Full,272.31984441295384
Coding,Easy,Computer Science,32,14.843657432387378,151.31200170920448,0.3612295948352765,0.11594246554845011,Low,None,127.42811993403902
Essay,Hard,Math,22,3.857452321493208,130.44258569256047,0.605741728167697,0.7328798062979383,High,Full,294.62239077779196
Presentation,Easy,Math,29,14.166916125315126,83.39840265870639,0.2007411203213103,0.11953008574798746,High,Full,231.3229936945928
Math Problems,Moderate,Math,22,1.1211445492271421,118.08053556772693,0.6485553019044848,0.668069270254064,Low,Full,160.77209833468922
Math Problems,Moderate,Math,43,6.972609908816325,125.57290167019437,0.611588758897453,0.24725483986829958,High,Partial,198.54753457690407
Presentation,Easy,Math,3,1.5150509259294536,56.177324194036075,0.8127937300651388,0.609043174973239,Low,None,44.13388877260418
Coding,Hard,Math,10,11.073903772247823,82.45238564664827,0.9880188504553217,0.55352172284254,High,Partial,255.68863642439163
Math Problems,Hard,Science,42,9.321929570260258,192.0242426166044,0.3257861245444995,0.11216227807556432,Medium,Full,180.97187469323026
Coding,Easy,Literature,21,10.746196820280147,220.63129507444924,0.5586908057233846,0.42657923529559316,Medium,Full,296.0292318597365
Math Problems,Easy,Computer Science,16,5.929965799536246,92.75264151541887,0.9179788656871032,0.6409820506566725,Medium,Partial,196.382191969562
Math Problems,Moderate,Math,12,5.857488043455015,80.60362490807418,0.8066708959805572,0.8637458967089018,Low,Partial,252.72180123090266
Research,Easy,Science,2,1.1571295449329717,54.89534785153298,0.5386656727907269,0.8997779024528655,Low,None,242.93238169664332
Math Problems,Hard,Science,41,5.574201623179777,166.0529687896337,0.9508344846533,0.5354649730299009,High,Full,113.45642816845661
Essay,Easy,Science,24,13.974681832799861,84.31293138325758,0.15151302416512846,0.7555802385694943,High,Partial,88.98902819146532
Presentation,Moderate,Literature,35,5.99878478911651,237.18239399281336,0.9378987577413256,0.38480911888011193,High,Full,137.69067127798036
Presentation,Moderate,Computer Science,30,12.554831740218564,84.90750447470924,0.1454566531445259,0.40796776518279176,Low,Full,148.16378315651858
Coding,Moderate,Literature,30,12.713719818874043,100.65129076000447,0.5925742697032159,0.2750171672640824,High,None,83.42414005194351
Math Problems,Moderate,History,47,5.9119967674988905,148.766865128768,0.9013968532009772,0.6057532989939154,Medium,None,269.960393905027
Essay,Moderate,Science,35,9.66383586574474,194.38738743400015,0.33644884920517254,0.38310773583462876,High,None,169.6261407556841
Coding,Easy,History,19,1.8828882329593501,117.98929302949576,0.5250236490506427,0.17593380679465453,Medium,Partial,293.85665176376733
Research,Easy,Math,8,2.003339420647009,107.21088777146042,0.39189599122327,0.7165054779968608,Low,Full,245.85506674318503
Coding,Easy,Math,26,1.2055361230948431,238.9967017268059,0.9569295253687162,0.7369778868448583,Medium,Partial,173.3758852117046
Coding,Easy,Literature,49,8.924718853939087,12.413537462187222,0.8412810352777818,0.4239931769011521,Medium,Partial,284.90647927114236
Math Problems,Moderate,Computer Science,40,6.6780291755784065,215.86501643578654,0.7381013601937416,0.16905105951042054,Medium,None,158.88932230216253
Research,Hard,History,7,8.446469171631481,44.30238996613961,0.6288642879535978,0.48366794566308335,Low,Full,267.8253560678211
Coding,Easy,Computer Science,30,8.055561262371624,190.7628135280501,0.8385326103917333,0.49810191224519396,Low,Full,117.07126264080456
Essay,Hard,Literature,7,5.577943370815589,152.12425876464854,0.4530403373711924,0.7018037964081036,Low,None,122.9130792701668
Essay,Easy,Math,3,10.323364514940357,88.62487566456117,0.5027966695954557,0.3838747521328152,Low,Full,134.16724464671537
Presentation,Easy,Computer Science,1,11.498277273287664,210.9912397698342,0.7570015489727753,0.7143393518031749,High,None,170.78830909382515
Research,Hard,Computer Science,36,0.7121097537262979,12.968662435628154,0.42197928696434284,0.8843396875816495,Low,Partial,172.74472700666485
Research,Moderate,Math,25,3.5050133466487354,62.13884997723245,0.15751084784353644,0.3137374381259799,Medium,Partial,156.473692677969
